keyCount,stimulusType,stimulusValue,stimulusValueType,cueValue,cueValueType,correctResponse,shiftingType,keyCode1,response1,keyIndex1,keyCode2,response2,keyIndex2
2,triangles,mapping_02_36_11.png,image,cue_triangles.png,image,different,start,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_10_10.png,image,cue_circles.png,image,same,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_29_29.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_27_27.png,image,cue_triangles.png,image,same,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_22_04.png,image,cue_triangles.png,image,different,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_16_16.png,image,cue_circles.png,image,same,switch,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_10_18.png,image,cue_triangles.png,image,different,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_16_09.png,image,cue_triangles.png,image,different,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_20_20.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_13_19.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_22_22.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_08_08.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_08_34.png,image,cue_triangles.png,image,different,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_10_10.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_31_31.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_22_04.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_14_14.png,image,cue_triangles.png,image,same,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_17_16.png,image,cue_triangles.png,image,different,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_29_29.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_15_15.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_24_29.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_36_36.png,image,cue_triangles.png,image,same,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_21_20.png,image,cue_triangles.png,image,different,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_25_25.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_10_18.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_06_06.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_02_02.png,image,cue_triangles.png,image,same,switch,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_01_01.png,image,cue_circles.png,image,same,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_23_02.png,image,cue_circles.png,image,different,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_15_35.png,image,cue_circles.png,image,different,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_03_26.png,image,cue_triangles.png,image,different,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_20_15.png,image,cue_triangles.png,image,different,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_11_11.png,image,cue_circles.png,image,same,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_09_09.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_01_06.png,image,cue_circles.png,image,different,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_28_28.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_09_32.png,image,cue_triangles.png,image,different,switch,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_02_02.png,image,cue_circles.png,image,same,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_18_18.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_06_06.png,image,cue_triangles.png,image,same,switch,ArrowLeft,different,0,ArrowRight,same,1
2,triangles,mapping_02_17_17.png,image,cue_triangles.png,image,same,repetition,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_29_17.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_03_26.png,image,cue_circles.png,image,different,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_27_27.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_26_26.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,triangles,mapping_02_34_27.png,image,cue_triangles.png,image,different,switch,ArrowLeft,different,0,ArrowRight,same,1
2,circles,mapping_02_30_24.png,image,cue_circles.png,image,different,switch,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_34_34.png,image,cue_circles.png,image,same,repetition,ArrowLeft,same,0,ArrowRight,different,1
2,circles,mapping_02_07_31.png,image,cue_circles.png,image,different,repetition,ArrowLeft,same,0,ArrowRight,different,1
